5 15 168
15 5 168
15 4 58
4 15 58
4 10 116
10 4 116
10 22 97
22 10 97
22 0 138
0 22 138
0 34 125
34 0 125
34 31 134
31 34 134
31 28 43
28 31 43
28 36 83
36 28 83
36 26 157
26 36 157
26 17 48
17 26 48
17 24 193
24 17 193
24 2 171
2 24 171
2 18 46
18 2 46
18 25 151
25 18 151
25 27 4
27 25 4
27 1 14
1 27 14
1 12 56
12 1 56
12 14 142
14 12 142
14 3 47
3 14 47
3 20 5
20 3 5
20 6 180
6 20 180
6 13 61
13 6 61
13 8 51
8 13 51
8 11 39
11 8 39
11 16 128
16 11 128
16 39 94
39 16 94
39 38 142
38 39 142
38 9 115
9 38 115
9 37 16
37 9 16
37 30 167
30 37 167
30 32 76
32 30 76
32 33 35
33 32 35
33 29 143
29 33 143
29 21 19
21 29 19
21 35 151
35 21 151
35 23 142
23 35 142
23 7 171
7 23 171
7 40 29
40 7 29
40 19 193
19 40 193
39 21 136
21 39 184
25 21 189
21 25 5
16 27 139
27 16 98
35 15 183
15 35 195
3 7 185
7 3 81
27 0 147
0 27 55
39 3 138
3 39 74
13 7 131
7 13 10
2 38 189
38 2 179
21 27 159
27 21 152
21 6 140
6 21 164
36 13 11
13 36 177
19 8 134
8 19 154
34 15 105
15 34 101
26 18 80
18 26 162
21 17 99
17 21 57
30 28 9
28 30 143
5 0 83
0 5 198
23 5 107
5 23 128
17 39 70
39 17 113
1 4 7
4 1 17
16 37 76
37 16 32
12 18 8
18 12 90
23 17 186
17 23 163
33 12 192
12 33 117
6 39 23
39 6 149
14 25 194
25 14 115
27 5 80
5 27 110
34 33 59
33 34 198
26 4 191
4 26 86
5 36 183
36 5 192
15 37 95
37 15 51
3 32 17
32 3 157
38 6 159
6 38 86
22 7 114
7 22 162
37 38 199
38 37 85
30 19 88
19 30 182
30 0 22
0 30 12
7 26 37
26 7 21
4 20 199
20 4 153
4 11 69
11 4 30
29 25 120
25 29 100
17 37 54
37 17 165
17 25 143
25 17 169
4 7 174
7 4 128
19 13 197
13 19 147
1 37 183
37 1 30
22 35 152
35 22 20
3 9 128
9 3 162
1 21 68
21 1 28
22 36 34
36 22 4
26 0 168
0 26 134
21 5 49
5 21 83
18 19 169
19 18 60
39 20 66
20 39 4
6 19 137
19 6 168
4 8 112
8 4 111
38 1 9
1 38 87
29 30 120
30 29 147
31 32 7
32 31 86
32 25 150
25 32 111
26 24 128
24 26 169
14 6 100
6 14 198
38 22 53
22 38 103
6 22 183
22 6 78
32 8 74
8 32 12
0 11 106
11 0 166
21 26 24
26 21 17
37 25 58
25 37 107
20 15 83
15 20 71
35 29 73
29 35 60
25 0 27
0 25 67
36 25 6
25 36 102
1 28 99
28 1 84
2 37 138
37 2 94
17 28 161
28 17 181
10 16 66
16 10 129
11 23 192
23 11 42
3 19 82
19 3 3
9 25 44
25 9 132
34 5 53
5 34 139
20 14 152
14 20 21
31 8 194
8 31 23
33 36 92
36 33 41
33 24 42
24 33 45
28 21 179
21 28 86
1 15 118
15 1 172
20 33 93
33 20 37
17 14 39
14 17 58
4 32 151
32 4 142
10 39 98
39 10 100
22 14 112
14 22 197
30 31 183
31 30 138
18 27 142
27 18 90
18 5 156
5 18 44
20 16 28
16 20 2
40 17 72
17 40 188
24 18 31
18 24 142
28 9 114
9 28 56
16 32 22
32 16 195
36 12 46
12 36 77
13 34 17
34 13 16
39 22 8
22 39 174
33 19 146
19 33 47
4 12 10
12 4 28
2 13 55
13 2 95
13 21 95
21 13 60
39 1 9
1 39 190
38 32 184
32 38 192
12 28 103
28 12 62
39 40 34
40 39 13
12 39 148
39 12 175
5 2 199
2 5 95
10 28 140
28 10 13
4 22 119
22 4 60
40 27 128
27 40 21
2 29 107
29 2 67
14 23 19
23 14 58
23 27 96
27 23 168
0 14 95
14 0 6
22 21 93
21 22 145
7 16 187
16 7 197
15 30 50
30 15 166
23 10 173
10 23 34
36 1 19
1 36 120
26 1 93
1 26 148
35 33 134
33 35 145
40 29 197
29 40 75
12 34 48
34 12 167
12 3 72
3 12 28
34 39 64
39 34 87
38 28 8
28 38 52
2 16 144
16 2 48
15 12 124
12 15 85
4 30 66
30 4 140
38 27 151
27 38 56
23 0 131
0 23 7
25 33 161
33 25 69
26 30 181
30 26 88
7 21 9
21 7 105
5 25 156
25 5 14
32 35 27
35 32 49
5 28 95
28 5 164
13 33 109
33 13 128
20 31 163
31 20 45
8 35 66
35 8 104
13 5 128
5 13 16
3 17 146
17 3 25
17 29 175
29 17 171
27 15 84
15 27 91
21 36 14
36 21 85
9 17 123
17 9 20
40 18 127
18 40 2
37 6 121
6 37 23
40 0 109
0 40 146
7 38 7
38 7 110
25 10 9
10 25 180
28 33 102
33 28 90
31 24 137
24 31 1
37 5 172
5 37 111
19 34 36
34 19 24
4 23 62
23 4 53
26 3 94
3 26 123
29 24 129
24 29 188
38 12 130
12 38 51
2 34 14
34 2 128
