33 9 578
9 6 604
6 11 230
11 8 21
8 4 251
4 3 718
3 12 195
12 42 157
42 16 543
16 35 162
35 27 663
27 44 337
44 10 546
10 20 581
20 21 92
21 43 526
43 28 523
28 39 296
39 37 312
37 32 837
32 29 23
29 34 641
34 2 76
2 22 551
22 40 435
40 0 61
0 36 491
36 14 836
14 25 572
25 26 800
26 7 759
7 15 346
15 19 379
19 38 160
38 23 392
23 41 639
41 24 281
24 30 851
30 18 299
18 13 748
13 31 722
31 1 532
1 17 101
17 5 581
25 38 537
14 13 15
2 1 353
32 9 9
4 40 310
14 19 76
17 15 662
33 4 195
28 8 478
29 19 382
43 26 409
44 9 802
5 35 566
27 7 720
7 30 557
15 33 136
32 5 349
22 37 433
27 4 827
43 38 666
40 1 135
41 2 557
13 29 251
25 23 459
18 19 657
44 34 396
41 14 457
22 9 851
6 1 751
8 34 200
30 40 535
34 20 701
31 43 292
40 34 527
22 35 476
30 38 791
0 42 476
21 29 253
30 11 412
22 29 114
37 41 781
39 44 67
27 3 3
26 5 386
1 44 699
27 39 257
19 41 56
37 8 689
30 3 808
24 35 20
5 19 414
6 42 228
5 32 120
8 28 162
22 43 91
25 39 384
40 11 794
38 36 43
2 0 216
1 41 53
12 14 851
10 28 791
2 36 189
9 32 397
1 6 656
29 18 364
31 5 30
18 33 336
9 8 705
20 11 642
24 36 302
44 18 167
0 37 330
1 24 495
40 7 327
32 44 444
5 16 842
42 23 424
34 4 864
7 41 881
29 17 823
9 40 619
17 11 418
13 18 588
35 41 410
38 22 508
10 11 502
13 19 595
34 18 732
42 36 166
17 27 202
0 5 492
36 29 813
27 40 252
39 32 657
43 19 677
35 2 67
3 8 190
18 36 118
28 30 565
9 3 421
4 2 602
37 30 560
42 37 382
25 13 141
38 21 832
38 31 49
40 44 782
42 35 236
4 27 635
13 7 290
34 40 113
41 29 804
21 37 34
1 42 653
23 26 136
11 27 99
32 18 697
0 19 693
31 33 802
44 25 517
8 15 555
29 12 666
36 44 177
29 31 540
3 44 217
13 40 526
26 1 639
15 36 703
17 35 568
17 22 525
30 24 636
26 15 669
5 8 566
42 0 808
41 8 793
22 16 295
44 6 72
17 44 799
5 33 79
0 11 359
19 36 212
24 38 237
8 39 201
20 25 578
43 2 16
41 25 212
31 12 830
6 32 802
4 42 431
9 28 854
7 18 140
37 10 605
43 12 498
